Name,Season,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected XG,Expected NpxG,Expected XAG,Expected NpxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes XG,Per 90 Minutes XAG,Per 90 Minutes XG+xAG,Per 90 Minutes NpxG,Per 90 Minutes NpxG+xAG,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard FK,Standard PK,Standard PKatt,Expected NpxG/Sh,Expected G-xG,Expected Np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,XAG,Expected XA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Playing Time Mn/MP,Starts Starts,Starts Compl,Subs Subs,Subs UnSub,Team Success OnG,Team Success OnGA,Team Success +/-,Team Success +/-90,Team Success (xG) OnxG,Team Success (xG) OnxGA,Team Success (xG) XG+/-,Team Success (xG) XG+/-90,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Voting Points,Winner,League Winner,UCL Winner,Cup Winner,Major International Continental Trophy Winner,World Cup Winner,Vote Share Overall,Vote Share Outfield
Bukayo Saka,2022-2023,20,2001,44,43,3616,40.099999999999994,17,11,28,15,2,3,6,0,11.8,9.7,9.2,18.9,190,119,554,0.42394014962593524,0.2743142144638404,0.6982543640897757,0.374064837905237,0.6483790523690774,0.29426433915211975,0.22942643391521197,0.5236907730673317,0.24189526184538654,0.4713216957605985,40.099999999999994,17,95,35,36.84210526315789,2.3690773067331676,0.8728179551122196,0.17894736842105263,0.4857142857142857,1,2,3,0.10210526315789473,5.199999999999999,5.3,1138,1538,73.99219765929779,16686,3973,699,812,86.08374384236454,323,413,78.20823244552058,74,170,43.529411764705884,11,9.2,6.3999999999999995,1.8,80,53,73,14,119,1538,1400,136,12,2,4,183,23,99,76,0,2,1138,2,66,171,4.264339152119701,111,27,9,11,11,2,29,0.7231920199501248,20,4,2,1,1,1,70,38,24,17,29,21,46,45.65217391304348,25,43,1,42,16,86,21,0,2032,23,177,522,1355,252,2029,175,66,37.714285714285715,75,42.857142857142854,1305,9081,4844,190,101,89,81,62,1473,554,82.18181818181819,43,23,1,1,89,46,43,1.0723192019950125,67.89999999999999,41.8,26.1,0.6508728179551123,0,51,72,13,183,16,38,1,0,0,140,17,39,30.357142857142854,1,0,0.0,0.0,0.0,0.0,0.0,0.0006793478260869,0.0006882312456985
Erling Haaland,2022-2023,22,2000,39,37,3078,34.2,39,8,47,32,7,7,5,0,28.4,23.0,5.3,28.3,35,58,151,1.1403508771929824,0.23391812865497075,1.3742690058479532,0.935672514619883,1.1695906432748537,0.830409356725146,0.15497076023391812,0.9853801169590641,0.6725146198830408,0.827485380116959,34.2,39,127,60,47.24409448818898,3.7134502923976607,1.7543859649122806,0.30708661417322836,0.65,0,7,7,0.18110236220472442,7.6,6.0,360,500,72.0,4403,947,218,276,78.98550724637681,100,132,75.75757575757575,7,9,77.77777777777779,8,5.3,3.1,2.7,29,14,23,0,58,500,449,45,0,4,0,13,2,1,0,0,0,360,6,21,72,2.1052631578947367,48,0,5,10,8,1,17,0.49707602339181284,14,0,0,1,2,0,3,3,0,2,1,1,5,20.0,4,12,4,8,3,6,14,0,763,18,39,290,435,217,756,32,11,34.375,18,56.25,405,2020,761,35,10,25,51,26,583,151,78.92307692307692,37,23,2,3,94,27,67,1.95906432748538,66.9,24.3,42.6,1.2456140350877192,0,35,27,9,13,3,3,1,0,0,37,50,50,50.0,357,0,1.0,1.0,1.0,0.0,0.0,0.2425271739130435,0.245698554714384
Harry Kane,2022-2023,28,1993,45,44,3923,43.599999999999994,33,6,39,27,6,8,6,0,24.1,17.8,8.5,26.3,67,198,217,0.7568807339449543,0.13761467889908258,0.8944954128440368,0.6192660550458716,0.7568807339449543,0.5527522935779817,0.194954128440367,0.7477064220183488,0.408256880733945,0.603211009174312,43.599999999999994,33,139,60,43.16546762589928,3.1880733944954134,1.3761467889908259,0.23741007194244604,0.55,4,6,8,0.12805755395683455,7.9,8.200000000000001,704,1019,69.08734052993131,13322,4735,319,411,77.61557177615572,260,338,76.92307692307693,108,171,63.1578947368421,6,8.5,4.7,-2.5,62,112,52,7,198,1019,947,63,14,22,19,43,26,0,0,0,0,704,9,44,141,3.233944954128441,94,2,14,15,13,3,21,0.48165137614678905,13,0,2,3,3,0,17,13,2,7,8,8,22,36.36363636363637,14,29,8,21,2,19,23,0,1470,36,116,707,671,180,1462,116,44,37.93103448275862,56,48.275862068965516,933,5071,2063,67,55,22,84,63,1143,217,87.17777777777778,44,39,1,1,82,66,16,0.3669724770642202,63.5,52.2,11.4,0.2614678899082569,0,33,65,16,43,2,13,2,0,0,112,75,94,44.37869822485207,4,0,0.0,0.0,0.0,0.0,0.0,0.0027173913043478,0.0027529249827942
Jamal Musiala,2022-2023,19,2003,40,31,2680,29.799999999999997,15,11,26,15,0,0,2,0,9.9,9.9,7.5,17.4,110,143,227,0.5033557046979866,0.3691275167785235,0.8724832214765101,0.5033557046979866,0.8724832214765101,0.33221476510067116,0.2516778523489933,0.5838926174496645,0.33221476510067116,0.5838926174496645,29.799999999999997,15,88,35,39.77272727272727,2.953020134228188,1.1744966442953022,0.17045454545454544,0.42857142857142855,0,0,0,0.1125,2.1,2.1,942,1123,83.88245770258237,13540,2891,539,611,88.21603927986907,330,363,90.9090909090909,34,50,68.0,11,7.5,6.2,3.5,60,69,44,4,143,1123,1099,16,0,5,2,13,10,0,0,0,0,942,8,31,142,4.7651006711409405,105,0,21,10,4,2,27,0.906040268456376,19,0,3,2,1,2,35,25,9,16,10,14,37,37.83783783783784,23,33,4,29,22,55,3,0,1566,20,155,720,719,172,1566,188,96,51.06382978723404,76,40.42553191489361,1138,6955,3280,110,71,45,90,86,1216,227,67.0,31,10,9,0,79,36,43,1.4429530201342282,63.1,31.7,31.4,1.0536912751677854,0,26,54,2,13,22,25,1,0,0,163,13,14,48.148148148148145,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Josko Gvardiol,2022-2023,20,2002,42,35,3153,35.1,2,0,2,2,0,0,2,1,1.9,1.9,0.6,2.7,38,148,8,0.05698005698005698,0.0,0.05698005698005698,0.05698005698005698,0.05698005698005698,0.054131054131054124,0.017094017094017092,0.07122507122507123,0.054131054131054124,0.07692307692307693,35.1,2,20,6,30.0,0.5698005698005698,0.17094017094017094,0.1,0.3333333333333333,0,0,0,0.095,0.0999999999999999,0.0999999999999999,2378,2668,89.13043478260869,46758,16498,783,836,93.6602870813397,1320,1403,94.08410548823949,256,372,68.81720430107528,0,0.6,1.3,-0.6,13,163,11,1,148,2668,2598,64,60,3,23,6,4,0,0,0,0,2378,6,16,33,0.9401709401709402,30,0,1,1,1,0,2,0.05698005698005698,2,0,0,0,0,0,32,25,20,12,0,14,30,46.666666666666664,16,42,21,21,51,77,113,1,2971,329,1372,1524,92,26,2971,20,17,85.0,2,10.0,2148,10770,5867,38,21,4,10,8,2217,8,75.07142857142857,35,27,7,2,69,39,30,0.8547008547008547,52.2,38.7,13.4,0.3817663817663818,0,31,21,1,6,51,25,0,1,1,215,46,39,54.11764705882353,1,0,0.0,0.0,1.0,0.0,0.0,0.0006793478260869,0.0006882312456985
Jude Bellingham,2022-2023,18,2003,40,37,3342,37.1,11,6,17,9,2,2,9,0,8.799999999999999,8.0,4.3,12.3,106,274,169,0.29649595687331537,0.16172506738544473,0.4582210242587601,0.2425876010781671,0.40431266846361186,0.23719676549865226,0.11590296495956873,0.35309973045822096,0.21563342318059298,0.33153638814016173,37.1,11,77,29,37.66233766233766,2.0754716981132075,0.7816711590296496,0.14285714285714285,0.3793103448275862,2,2,2,0.1038961038961039,0.2,0.0,1577,1908,82.65199161425576,27664,8107,716,815,87.85276073619632,610,699,87.26752503576537,189,257,73.54085603112841,6,4.3,5.4,0.7,38,212,49,3,274,1908,1841,61,36,10,33,41,18,1,0,0,0,1577,6,42,142,3.8274932614555253,101,0,18,11,10,2,23,0.6199460916442048,17,0,4,0,2,0,92,62,33,40,19,39,57,68.42105263157895,18,61,4,57,42,132,30,0,2415,50,386,1373,689,120,2414,164,92,56.09756097560976,49,29.878048780487802,1559,8898,4319,106,58,27,71,64,1802,169,83.55,37,33,3,1,92,46,46,1.2398921832884096,68.3,42.8,25.4,0.6846361185983827,0,49,84,3,41,42,62,2,0,0,229,40,42,48.78048780487805,5,0,0.0,0.0,0.0,0.0,0.0,0.0033967391304347,0.0034411562284927
Julian Alvarez,2022-2023,22,2000,43,22,2322,25.9,16,2,18,14,2,2,0,0,9.6,8.8,1.9,10.7,51,42,121,0.6177606177606177,0.07722007722007722,0.694980694980695,0.5405405405405406,0.6177606177606177,0.37065637065637064,0.07335907335907337,0.444015444015444,0.3397683397683398,0.41312741312741313,25.9,16,72,35,48.61111111111111,2.77992277992278,1.3513513513513513,0.2222222222222222,0.45714285714285713,0,2,2,0.12222222222222223,3.4,3.2,488,624,78.2051282051282,6641,1017,293,342,85.67251461988305,121,160,75.625,33,49,67.3469387755102,2,1.9,2.3,-1.9,20,24,15,3,42,624,595,25,2,9,4,34,6,4,3,0,0,488,4,22,62,2.393822393822394,46,0,6,7,3,0,7,0.2702702702702703,3,0,1,1,2,0,30,23,6,13,11,9,32,28.125,23,21,0,21,2,32,9,0,830,9,66,319,454,110,829,42,21,50.0,17,40.476190476190474,513,2684,1167,51,23,25,39,31,626,121,54.0,22,12,21,7,67,18,49,1.8918918918918919,42.7,19.3,23.4,0.9034749034749034,0,36,17,9,34,2,23,2,0,0,65,10,32,23.809523809523807,28,0,1.0,1.0,1.0,0.0,1.0,0.0190217391304347,0.0192704748795595
Karim Benzema,2022-2023,34,1987,29,29,2516,27.9,23,4,27,15,8,9,1,0,21.5,14.9,5.8,20.7,72,138,157,0.8243727598566308,0.14336917562724016,0.967741935483871,0.5376344086021506,0.6810035842293907,0.7706093189964158,0.2078853046594982,0.9784946236559141,0.5340501792114696,0.7419354838709677,27.9,23,115,44,38.26086956521739,4.121863799283155,1.5770609318996416,0.2,0.5227272727272727,6,8,9,0.12956521739130436,-2.5,-2.9,924,1070,86.35514018691589,10990,2417,624,695,89.7841726618705,193,210,91.9047619047619,24,32,75.0,4,5.8,5.5,-2.8,48,71,51,0,138,1070,1012,52,4,9,7,5,4,9,0,0,0,924,6,25,102,3.655913978494624,86,1,6,7,2,0,7,0.2508960573476703,5,0,1,1,0,0,9,6,2,4,3,2,11,18.181818181818183,9,11,0,11,2,11,5,0,1284,7,56,457,776,175,1276,44,20,45.45454545454545,22,50.0,797,3737,1900,72,43,31,32,28,1092,157,86.75862068965517,29,22,0,0,58,22,36,1.2903225806451613,47.5,23.9,23.6,0.845878136200717,0,13,6,25,5,2,6,2,0,0,35,14,13,51.85185185185185,6,0,0.0,0.0,1.0,0.0,0.0,0.0040760869565217,0.0041293874741913
Kevin De Bruyne,2022-2023,30,1991,39,35,3014,33.5,8,20,28,8,0,0,1,0,5.8,5.8,14.6,20.4,109,274,267,0.23880597014925373,0.5970149253731343,0.835820895522388,0.23880597014925373,0.835820895522388,0.17313432835820894,0.43582089552238806,0.608955223880597,0.17313432835820894,0.608955223880597,33.5,8,82,25,30.48780487804878,2.4477611940298507,0.746268656716418,0.0975609756097561,0.32,8,0,0,0.07073170731707316,1.2,1.2,1285,1762,72.92849035187288,23972,7263,576,678,84.95575221238938,517,683,75.69546120058565,175,302,57.94701986754966,20,14.6,14.9,1.4,104,141,105,23,274,1762,1572,177,58,32,29,254,36,79,20,38,6,1285,13,49,187,5.582089552238806,126,36,8,8,6,3,31,0.9253731343283582,24,3,1,1,2,0,29,16,4,12,13,14,41,34.146341463414636,27,29,2,27,10,38,13,0,2027,13,117,818,1120,103,2027,69,36,52.17391304347826,22,31.88405797101449,1224,6297,3781,109,90,17,49,33,1558,267,77.28205128205128,35,20,4,5,82,26,56,1.671641791044776,63.400000000000006,24.0,39.400000000000006,1.1761194029850748,0,25,35,5,254,10,16,2,0,0,108,17,13,56.666666666666664,100,0,1.0,1.0,1.0,0.0,0.0,0.0679347826086956,0.0688231245698554
Khvicha Kvaratskhelia,2022-2023,21,2001,34,30,2518,28.0,12,10,22,10,2,2,1,0,8.2,6.6,7.7,14.2,139,91,291,0.42857142857142855,0.35714285714285715,0.7857142857142857,0.35714285714285715,0.7142857142857143,0.2928571428571428,0.275,0.5678571428571428,0.2357142857142857,0.5071428571428571,28.0,12,83,30,36.144578313253014,2.9642857142857144,1.0714285714285714,0.14457831325301204,0.4,3,2,2,0.07951807228915662,3.8,3.4,900,1136,79.22535211267606,12766,2560,570,623,91.49277688603532,225,301,74.75083056478405,63,118,53.38983050847458,10,7.7,6.6,2.3,54,41,46,8,91,1136,1083,49,9,14,15,76,18,22,8,3,0,900,4,22,136,4.857142857142857,90,3,20,13,8,2,24,0.8571428571428571,10,1,3,6,4,0,43,23,12,8,23,17,43,39.53488372093023,26,20,0,20,5,48,6,1,1548,8,110,486,976,175,1546,199,75,37.68844221105528,107,53.768844221105525,1054,6935,3699,139,62,84,63,48,1221,291,74.05882352941177,30,8,4,0,58,21,37,1.3214285714285714,49.9,23.1,26.8,0.9571428571428572,0,20,45,6,76,5,23,4,0,0,118,8,13,38.095238095238095,6,0,1.0,0.0,0.0,0.0,0.0,0.0040760869565217,0.0041293874741913
Kim Min-jae,2022-2023,25,1996,39,38,3358,37.3,2,2,4,2,0,0,5,0,1.1,1.1,1.9,3.0,45,189,10,0.05361930294906166,0.05361930294906166,0.10723860589812333,0.05361930294906166,0.10723860589812333,0.02949061662198392,0.05093833780160858,0.0804289544235925,0.02949061662198392,0.0804289544235925,37.3,2,10,3,30.0,0.2680965147453083,0.0804289544235925,0.2,0.6666666666666666,0,0,0,0.11000000000000001,0.9,0.9,2719,3003,90.54279054279054,49502,18537,1086,1155,94.02597402597402,1354,1437,94.2240779401531,234,324,72.22222222222221,2,1.9,1.0,0.1,10,220,9,2,189,3003,2945,53,49,2,36,8,3,0,0,0,0,2719,5,17,38,1.0187667560321716,34,0,0,2,0,2,3,0.0804289544235925,2,0,0,1,0,0,57,32,34,22,1,26,30,86.66666666666667,4,41,27,14,43,100,131,1,3355,327,1420,1824,125,30,3355,8,5,62.5,3,37.5,2097,9301,5434,45,27,2,14,7,2502,10,86.1025641025641,38,32,1,3,73,32,41,1.0991957104557641,59.8,33.699999999999996,26.1,0.6997319034852548,0,30,7,0,8,43,32,0,0,0,225,101,55,64.74358974358975,3,0,1.0,0.0,0.0,0.0,0.0,0.0020380434782608,0.0020646937370956
Kylian Mbappe,2022-2023,23,1998,42,39,3506,38.9,42,8,50,37,5,7,6,0,31.5,25.8,8.700000000000001,34.5,205,153,547,1.0796915167095116,0.20565552699228792,1.2853470437017995,0.9511568123393317,1.1568123393316196,0.8097686375321337,0.22365038560411316,1.033419023136247,0.6632390745501285,0.8868894601542416,38.9,42,173,84,48.554913294797686,4.447300771208226,2.159383033419023,0.24277456647398843,0.5,2,5,7,0.14913294797687862,5.5,6.199999999999999,1269,1584,80.11363636363636,17186,3782,787,912,86.29385964912281,347,432,80.32407407407408,54,90,60.0,8,8.700000000000001,10.7,-1.7,66,97,84,12,153,1584,1507,72,5,11,4,72,17,22,6,0,0,1269,5,41,189,4.858611825192802,124,4,26,23,12,0,34,0.8740359897172236,19,0,4,9,2,0,10,4,0,5,5,5,16,31.25,11,5,0,5,5,15,6,0,2093,10,54,693,1372,362,2086,253,99,39.130434782608695,132,52.17391304347826,1815,11695,5690,205,149,110,84,52,1840,547,83.47619047619048,39,33,3,0,96,40,56,1.4395886889460154,78.8,51.5,27.2,0.699228791773779,0,26,47,39,72,5,4,1,0,0,74,9,9,50.0,270,0,1.0,0.0,0.0,0.0,0.0,0.1834239130434782,0.1858224363386098
Lautaro Martinez,2022-2023,24,1997,49,34,3266,36.3,24,7,31,23,1,2,4,0,20.0,18.4,5.4,23.799999999999997,50,83,193,0.6611570247933884,0.1928374655647383,0.8539944903581268,0.6336088154269973,0.8264462809917356,0.5509641873278237,0.14876033057851243,0.699724517906336,0.5068870523415978,0.6556473829201102,36.3,24,152,60,39.473684210526315,4.187327823691461,1.6528925619834711,0.15789473684210525,0.4,0,1,2,0.12105263157894736,1.0,1.6,550,744,73.9247311827957,8014,1907,295,380,77.63157894736842,178,219,81.27853881278538,33,45,73.33333333333333,7,5.4,2.9,0.6,47,39,25,1,83,744,685,56,1,6,6,19,5,0,0,0,0,550,3,24,101,2.78236914600551,68,2,4,17,9,1,17,0.46831955922865015,9,0,1,4,2,1,25,16,3,15,7,7,23,30.434782608695656,16,32,2,30,17,39,16,1,1184,24,97,518,584,189,1182,77,31,40.25974025974026,34,44.15584415584416,686,3214,1436,50,36,24,84,54,867,193,66.65306122448979,34,20,15,1,67,46,21,0.578512396694215,58.7,29.5,29.200000000000003,0.8044077134986227,0,55,75,20,19,17,16,1,0,0,108,46,48,48.93617021276596,4,0,0.0,0.0,1.0,0.0,1.0,0.0027173913043478,0.0027529249827942
Lionel Messi,2022-2023,34,1987,40,40,3617,40.2,23,19,42,19,4,5,1,0,22.1,18.2,15.9,34.1,143,366,257,0.572139303482587,0.47263681592039797,1.044776119402985,0.47263681592039797,0.9452736318407959,0.5497512437810945,0.39552238805970147,0.9452736318407959,0.45273631840796014,0.8482587064676617,40.2,23,160,68,42.5,3.980099502487562,1.6915422885572138,0.14375,0.3382352941176471,23,4,5,0.11374999999999999,0.9,0.8,1941,2421,80.17348203221809,30008,10328,1078,1216,88.65131578947368,588,707,83.16831683168317,181,282,64.18439716312056,19,15.9,18.1,3.1,114,261,138,2,366,2421,2190,201,57,62,15,113,2,116,39,48,0,1941,30,77,240,5.970149253731343,156,35,21,11,14,3,40,0.9950248756218905,31,2,4,1,2,0,31,21,2,16,13,11,29,37.93103448275862,18,13,0,13,2,33,0,0,2863,6,118,1407,1377,200,2858,218,117,53.669724770642205,83,38.07339449541284,2401,13710,6224,143,164,50,66,101,2422,257,90.425,40,35,0,0,93,41,52,1.2935323383084576,79.8,43.5,36.3,0.9029850746268655,0,18,59,9,113,2,21,1,0,0,97,3,10,23.076923076923077,462,1,1.0,0.0,0.0,0.0,1.0,0.3138586956521739,0.3179628355127323
Luka Modric,2022-2023,36,1985,44,29,2695,30.0,4,5,9,3,1,1,8,0,4.6000000000000005,3.8,5.2,9.1,71,264,108,0.13333333333333333,0.16666666666666666,0.3,0.1,0.26666666666666666,0.15333333333333335,0.17333333333333334,0.3266666666666667,0.12666666666666665,0.30333333333333334,30.0,4,40,9,22.5,1.3333333333333333,0.3,0.1,0.4444444444444444,1,1,1,0.095,-0.6000000000000001,-0.8,1801,2072,86.92084942084942,28789,9308,969,1030,94.07766990291262,587,669,87.74289985052317,172,250,68.8,5,5.2,5.0,-2.2,48,204,32,6,264,2072,1912,157,74,7,29,107,10,63,29,17,0,1801,3,33,106,3.533333333333333,89,11,2,2,2,0,9,0.3,6,2,0,0,1,0,35,25,10,17,8,17,39,43.58974358974359,22,19,7,12,24,55,10,0,2294,27,303,1279,732,58,2293,63,25,39.682539682539684,26,41.269841269841265,1554,8138,3766,71,64,20,43,26,1809,108,61.25,29,9,15,1,55,29,26,0.8666666666666667,40.1,31.0,9.1,0.30333333333333334,0,38,32,5,107,24,25,0,0,0,137,14,18,43.75,19,0,0.0,0.0,1.0,0.0,0.0,0.0129076086956521,0.0130763936682725
Martin Odegaard,2022-2023,23,1998,38,37,3144,34.900000000000006,15,7,22,15,0,0,4,0,9.9,9.9,8.1,18.0,83,266,193,0.42979942693409734,0.20057306590257876,0.6303724928366761,0.42979942693409734,0.6303724928366761,0.2836676217765043,0.23209169054441256,0.5157593123209169,0.2836676217765043,0.5157593123209169,34.900000000000006,15,93,31,33.33333333333333,2.6647564469914036,0.8882521489971346,0.16129032258064516,0.4838709677419355,9,0,0,0.10645161290322581,5.1,5.1,1449,1804,80.32150776053216,22540,6014,759,873,86.94158075601375,518,617,83.9546191247974,110,175,62.857142857142854,7,8.1,7.9,-1.1,76,135,91,4,266,1804,1683,110,79,23,9,91,13,18,9,6,1,1449,11,45,162,4.641833810888252,122,15,4,12,6,3,17,0.487106017191977,15,0,0,2,0,0,36,23,12,14,10,14,47,29.78723404255319,33,20,5,15,6,42,12,1,2100,27,199,864,1060,122,2100,83,48,57.831325301204814,29,34.93975903614458,1284,6930,3022,83,60,26,42,45,1550,193,82.73684210526316,37,14,1,1,82,38,44,1.2607449856733521,66.8,37.5,29.3,0.8395415472779368,0,31,26,1,91,6,23,0,0,0,178,13,20,39.39393939393939,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Salah,2022-2023,30,1992,41,39,3489,38.8,20,13,33,18,2,4,2,0,21.6,18.5,7.2,25.7,120,149,421,0.5154639175257733,0.3350515463917526,0.8505154639175259,0.4639175257731959,0.7989690721649485,0.5567010309278352,0.18556701030927836,0.7422680412371134,0.47680412371134023,0.6623711340206185,38.8,20,126,47,37.301587301587304,3.2474226804123716,1.2113402061855671,0.15873015873015872,0.425531914893617,2,2,4,0.14682539682539683,-2.6,-1.5,902,1185,76.11814345991561,12538,3403,533,648,82.25308641975309,283,352,80.39772727272727,38,66,57.57575757575758,13,7.2,7.2,4.8,65,53,80,7,149,1185,1146,29,4,14,3,39,17,0,0,0,0,902,10,40,140,3.6082474226804124,106,2,12,12,6,2,24,0.6185567010309279,17,1,0,2,3,1,21,12,4,5,12,10,26,38.46153846153847,16,21,0,21,7,27,4,0,1634,4,83,539,1028,301,1630,135,51,37.77777777777778,72,53.333333333333336,1108,6393,3036,120,66,87,110,79,1305,421,85.09756097560975,39,30,2,0,77,49,28,0.7216494845360826,69.6,46.7,22.8,0.5876288659793815,0,22,37,24,39,7,12,0,0,0,100,8,30,21.052631578947366,13,0,0.0,0.0,0.0,0.0,0.0,0.0088315217391304,0.0089470061940812
Nicolo Barella,2022-2023,25,1997,39,35,2950,32.7,6,8,14,6,0,0,6,0,3.2,3.2,5.6,8.8,76,214,162,0.18348623853211007,0.24464831804281342,0.4281345565749235,0.18348623853211007,0.4281345565749235,0.09785932721712538,0.17125382262996938,0.2691131498470948,0.09785932721712538,0.2691131498470948,32.7,6,35,14,40.0,1.0703363914373087,0.4281345565749235,0.17142857142857143,0.42857142857142855,1,0,0,0.09142857142857143,2.8,2.8,1306,1601,81.5740162398501,21320,6648,684,773,88.48641655886158,486,564,86.17021276595744,102,177,57.6271186440678,8,5.6,4.1,0.4,55,150,50,15,214,1601,1566,29,13,6,16,93,8,6,0,2,0,1306,6,30,121,3.7003058103975532,103,4,5,2,6,1,13,0.39755351681957185,11,0,2,0,0,0,49,27,17,26,6,28,53,52.83018867924528,25,29,5,24,14,61,12,0,1892,43,303,962,656,57,1892,70,40,57.14285714285714,17,24.285714285714285,1253,7327,3430,76,69,10,52,39,1426,162,75.64102564102564,35,20,4,2,56,33,23,0.7033639143730887,53.1,27.3,25.7,0.7859327217125381,0,35,52,10,93,14,27,0,0,0,178,20,15,57.14285714285714,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Randal Kolo Muani,2022-2023,23,1998,41,37,3245,36.0,22,14,36,19,3,3,7,1,14.3,12.7,6.5,19.200000000000003,99,62,250,0.6111111111111112,0.3888888888888889,1.0,0.5277777777777778,0.9166666666666666,0.39722222222222225,0.18055555555555555,0.5777777777777778,0.35277777777777775,0.5333333333333334,36.0,22,95,40,42.10526315789473,2.638888888888889,1.1111111111111112,0.23157894736842105,0.55,0,3,3,0.1336842105263158,1.7,1.2999999999999998,444,692,64.16184971098265,5779,1248,282,401,70.32418952618454,115,166,69.27710843373494,18,34,52.94117647058824,14,6.5,5.8,4.5,41,27,23,2,62,692,664,23,0,4,3,28,1,0,0,0,0,444,5,38,106,2.9444444444444446,60,0,20,12,14,0,23,0.6388888888888888,13,0,4,2,4,0,21,19,4,6,11,4,12,33.33333333333333,8,20,2,18,4,25,14,0,1132,18,58,455,640,206,1130,171,74,43.27485380116959,73,42.69005847953216,669,4760,2392,99,55,68,116,71,872,250,79.14634146341463,37,17,4,4,67,47,20,0.5555555555555556,49.1,38.0,11.1,0.30833333333333335,1,61,88,24,28,4,19,4,0,0,104,69,84,45.09803921568628,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2022-2023,33,1988,41,40,3477,38.6,27,8,35,26,1,3,4,1,27.2,24.9,6.7,31.6,56,110,265,0.699481865284974,0.20725388601036268,0.9067357512953368,0.6735751295336787,0.8808290155440415,0.7046632124352331,0.17357512953367876,0.8782383419689118,0.6450777202072538,0.8186528497409327,38.6,27,152,63,41.44736842105263,3.937823834196891,1.6321243523316062,0.17763157894736842,0.42857142857142855,6,1,3,0.1638157894736842,-2.2,-0.9,663,884,75.0,9165,1846,405,487,83.16221765913757,185,241,76.76348547717843,33,52,63.46153846153846,8,6.7,5.7,1.2999999999999998,40,58,32,2,110,884,857,14,4,16,6,25,0,0,0,0,0,663,13,30,105,2.7202072538860103,75,1,10,13,6,0,20,0.5181347150259067,12,0,3,5,0,0,19,15,2,7,10,7,17,41.17647058823529,10,23,1,22,3,22,22,0,1309,26,54,505,764,231,1306,71,35,49.29577464788733,33,46.478873239436616,865,4130,1491,56,42,28,110,56,1111,265,84.8048780487805,40,34,1,0,71,29,42,1.088082901554404,71.0,33.4,37.599999999999994,0.9740932642487045,1,48,59,25,25,3,15,1,0,0,72,68,62,52.307692307692314,12,0,1.0,0.0,0.0,0.0,0.0,0.0081521739130434,0.0082587749483826
